Id	Name	Started_Airing	Score	Release_Year	Synopsis	Episodes	Studio	Rating	Type	Source	Genres
38963	Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami	2012-02-22	7.1	2012	Special Picture Drama episode included on the Anohana Fes. Memorial DVD/Blu-ray Box	1	A-1 Pictures	PG-13 - Teens 13 or older	Special	Original	Comedy;Drama
39078	Aikatsu Friends!: Kagayaki no Jewel	2019-04-04	7.1	2019	The story takes place two years after Aikatsu Friends! with Aine Yuuki now in high school. One day she has an encounter with the mysterious idol Hibiki Tenshou who wears the shining Jeweling Dress.	26	Bandai Namco Pictures	PG - Children	TV	Game	Slice of Life
39184	A3! Season Spring & Summer	2020-01-14	7.1	2020	"Home to countless street acts and performances, Veludo Way attracts those interested in watching professional actors. After receiving a mysterious letter, Izumi Tachibana arrives at the venue where her father directed a once-popular theater group, Mankai Company, but learns that the building is about to be repurposed due to excessive debt. At the last minute, she convinces the debt collector to give the ensemble one more chance. He is willing to accept but on three conditions: their debut show must be successfully produced by the following month, the four all-male sub-troupes must be reinstated, and the debt must be paid off within a year. To top it off, Izumi herself must become the director.

With no time to lose, Izumi quickly gathers five people for the Spring Troupe: Sakuya Sakuma, an enthusiastic high school student; Masumi Usui, a boy infatuated with Izumi; Tsuzuru Minagi, an aspiring playwright; Itaru Chigasaki, a mature office worker; and Citron, a friendly foreigner. Though they have little or no experience in acting, it's up to Izumi to train and prepare them for a performance that will restore Mankai Company to its former glory.

[Written by MAL Rewrite]"	12	P.A. Works	PG-13 - Teens 13 or older	TV	Game	Drama
39250	Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko	2019-11-08	7.1	2019	"Sumikko Gurashi debuted in 2012 as slightly negative characters who like to stay in the corner of a room. The characters include ""Shirokuma,"" a polar bear who is sensitive to cold; ""Penguin?"" (with a question mark in its name), a penguin who is unsure if it is actually a penguin; ""Tonkatsu,"" a piece of pork cutlet that was left uneaten; ""Neko,"" a shy cat; and ""Tokage,"" who hides his nature as one of the last dinosaurs.

The franchise has inspired toys, books, stationery material, video games--and now a feature film.

(Source: ANN)"	1	Fanworks	G - All Ages	Movie	Other	Comedy
39257	Sayonara Gokko	2019-02-12	7.1	2019	Music video for the song Sayonara Gokko by amazarashi.	1	""	PG-13 - Teens 13 or older	Music	Original	Avant Garde
39324	Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.	2019-07-04	7.1	2019	"Eighteen-year-old Dale Reki is a skilled, kind, and respected traveler, acknowledged as one of the leading adventurers in the city of Kreuz. One day while on the hunt for magical beasts, he comes across a sweet devil girl named Latina. She is alone, dressed in rags, and bears the devils' symbol of a criminal: a broken horn. Concerned for her wellbeing, Dale decides to ensure Latina's safety by bringing her to his home, eventually leading to him adopting her.

Latina is sweet, innocent and compassionate, charming Dale beyond his expectations. He begins to enjoy the life of parenthood— experiencing the trials that come with raising a child and coping with the heartache he feels whenever his busy lifestyle as an adventurer parts him from her.

Although work and life as a new parent become reassuring constants for Dale, the mysteries surrounding the girl remain. Why was Latina alone in the forest, and why does she harbor the symbol of a criminal? At the same time, Latina also begins to learn about the world and herself as she adjusts to her new life with Dale.

[Written by MAL Rewrite]"	12	Maho Film	PG-13 - Teens 13 or older	TV	Light novel	Fantasy;Slice of Life
39518	Vampire in the Garden	2022-05-16	7.1	2022	"During a winter long ago, near-immortal vampires began plaguing the world. As their population grew at an astounding rate, they promptly threw humanity off its place at the top of the food chain. Desperate to avoid extinction, the surviving humans concentrated in their last safe haven—a small city surrounded by an enormous wall. There, they have waged war against the vampires for many years. 

In the midst of a particularly brutal attack by the vampires, a human soldier named Momo encounters Fiine, the queen of their enemies. After seeing her try to save Momo's best friend from a rampaging vampire, Momo follows Fiine back to her house. It is there Momo connects with Fiine over their love for music and desire to escape the fighting. 

Pursuing that goal of escape, the two decide to journey toward a supposed paradise where humans and vampires coexist—despite being uncertain of its existence. However, Momo and Fiine are being targeted by both races, who they must first evade if they hope to reach their destination in one piece.

[Written by MAL Rewrite]"	5	Wit Studio	PG-13 - Teens 13 or older	ONA	Original	Action;Fantasy
39574	Levius	2019-11-28	7.1	2019	"As society rises from the ashes of war, cybernetically augmented arena fighters battle for fame and fortune... or die trying.

It's the 19th century, and the world has entered the Era of Rebirth, recovering from the devastating flames of war. The sport of mechanical martial arts has galvanized the nations. Cybernetically augmented fighters turn their blood into steam and their bodies into brutal fighting—and killing—machines.

Young Levius is one of those arena battlers, hell-bent on winning in order to simply survive. 

(Source: VIZ Media)"	12	Polygon Pictures	PG-13 - Teens 13 or older	ONA	Manga	Sci-Fi;Sports
39790	Adachi to Shimamura	2020-10-09	7.1	2020	"Somewhere in the school at noon, one might hear the sound of two girls playing table tennis together as they wait for time to pass by.

As if by fate, two students—Sakura Adachi and Hougetsu Shimamura—stumble upon each other on the second floor of the school gymnasium. As they gradually foster a budding friendship, their feelings for one another only become more ambiguous. Growing closer by the day, the two must learn to navigate their contrasting personalities as well as determine the depth of their affection for each other.

The nature of this relationship gradually shifts when one of them starts to develop feelings beyond the boundaries of a platonic relationship. Even so, Adachi and Shimamura must realize if forming a bond stronger than friendship will bring them closer or tear them apart.

[Written by MAL Rewrite]"	12	Tezuka Productions	PG-13 - Teens 13 or older	TV	Light novel	Girls Love
39972	Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki/Sakura no Mori no Mankai no Shita	2019-09-25	7.1	2019	2 Unaired Episodes of Mayonaka no Occult Koumuin.	2	LIDENFILMS	PG-13 - Teens 13 or older	OVA	Manga	Mystery;Supernatural
40023	Lovely ♡	2019-11-08	7.1	2019	Andou Aina is an active girl who likes teasing her home room teacher, Tanaka. He is asked by Aina if he is a virgin one day, and she decides to take his virginity. And like this, he is grabbed by a girl who is much younger than he is…	2	New Generation	Rx - Hentai	OVA	Manga	Hentai
40100	Nu Wushen de Canzhuo	2019-06-28	7.1	2019	Join the table with Valkyries this summer for a feast of mouth-watering food and heartwarming memories.	10	Blade	PG-13 - Teens 13 or older	ONA	Game	Comedy;Gourmet
40192	Gundam Build Divers Re:Rise	2019-10-10	7.1	2019	"Two years have passed since the EL-Divers incident, and the popularity of the game Gunpla Battle Nexus Online (GBN) has continued to skyrocket. With the addition of exciting new features such as missions and story events, the GBN experience is more immersive than ever before. Amidst the player base, a user known as Hiroto Kuga has been gaining notoriety for his top-notch skills.

Through a series of coincidences, Hiroto meets three other players: the boastful Kazami Torimachi, the mysterious May, and the timid Parviz. Forming the ""BUILD DiVERS,"" the unlikely group sets on a story mission rumored to carry bountiful in-game rewards. Together, the BUILD DiVERS must confront their own weaknesses as they join arms in a journey that may very well transcend the existence of GBN itself.

[Written by MAL Rewrite]"	13	Sunrise Beyond	PG-13 - Teens 13 or older	ONA	Original	Action;Sci-Fi
40206	Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter	2019-08-04	7.1	2019	"The year 2010 AD. Romani Archaman has been posted to Chaldea. There, he becomes the primary doctor for a young girl. Mash Kyrielight, Chaldea's second successful summoning experiment, is interested in the word ""Senpai."" The interaction between the two gives Mash a reason to hope. That hope becomes a wave and starts to spread. That is your story, the story of a normal ""somebody."" The story at the beginning of a journey that weaves the future.

(Source: AniplexUS)"	1	CloverWorks	PG-13 - Teens 13 or older	Special	Game	Action;Fantasy
40295	Another World	2019-09-13	7.1	2019	"On the surface, high school students Naomi Katagaki and Ruri Ichigyou seem to be polar opposites. In contrast to Naomi's shy and timid personality, Ruri strikes fear in her classmates due to being rather cold and outspoken. Nevertheless, both Naomi and Ruri nourish a strong passion for reading, which gradually draws the two closer.

As Naomi spends more time with Ruri, he discovers that she has a sweet side and is not as intimidating as everyone thinks. Subsequently, he develops genuine feelings for Ruri and decides to confess his love to her, which she happily reciprocates.

However, their wholehearted relationship is disrupted when Ruri gets struck by lightning, causing her to enter a coma. Wanting to see her smile again, Naomi resolves to return Ruri to her everyday life—no matter how great the lengths he must stride are.

[Written by MAL Rewrite]"	3	Graphinica	PG-13 - Teens 13 or older	ONA	Original	Sci-Fi
40357	Tate no Yuusha no Nariagari Season 3	2023-10-06	7.1	2023	"Though he has successfully repelled the latest Wave of Catastrophe, Naofumi Iwatani—the Shield Hero—has no time to rest. Naofumi is spurred back into action when Queen Mirelia Q Melromarc tells him that the three other Cardinal Heroes have disappeared without a trace, and she tasks him with finding them. 

With no clues regarding their whereabouts, Naofumi tackles a more pressing issue: the worsening slave trade of demi-humans. Determined to right this injustice, he and his friends find their way to Zeltoble, the country of mercenaries, where the illegal sale of demi-humans has become a lucrative business. To gather money to free the slaves, Naofumi and his comrades disguise themselves and take part in underground coliseum brawls, purposely throwing matches to manipulate the odds and eventually secure an enormous payout. However, with the threat of another Wave of Catastrophe looming on the horizon, the Shield Hero must stick to his mission of finding the missing heroes if he wants to protect those he loves.

[Written by MAL Rewrite]"	12	Kinema Citrus	PG-13 - Teens 13 or older	TV	Light novel	Action;Adventure;Drama;Fantasy
